Site,VLAN,Service,"	Bl Fo Mini Hubs"
CTG_X1820,,2G_fhl,CTG_X1180
CTG_X1822,,2G_scl,CTG_X0300
CTG_X1822,,3G_scl,CTG_X0300
CTG_X1824,,2G_scl,CTG_X0480
CTG_X1824,,3G_scl,CTG_X0480
CTG_X1826,,2G_fhl,CTG_X0545
CTG_X1826,,3G_fhl,CTG_X0545
CTG_X1832,,2G_scl,CTG_X0037
CTG_X1833,,2G_scl,CTG_X0656
CTG_X1833,,3G_scl,CTG_X0656
CTG_X1839,,2G_fhl,CTG_X0627
CTG_X1840,,2G_scl,CTG_X0656
CTG_X1840,,3G_scl,CTG_X0656
CTG_X1848,,2G_scl,CTG_X0828
CTG_X1848,,3G_scl,CTG_X0828
CTG_X1858,,2G_scl,CTG_X0835
CTG_X1858,,3G_scl,CTG_X0835
CTG_X1862,,2G_scl,CTG_X0645
CTG_X1862,,3G_scl,CTG_X0645
CTG_X1865,,2G_scl,CTG_X1084
CTG_X1865,,3G_scl,CTG_X1084
CTG_X1866,,2G_scl,CTG_X0317
CTG_X1866,,3G_scl,CTG_X0317
CTG_X1867,,2G_fhl,CTG_X0488
CTG_X1867,,3G_fhl,CTG_X0488
CTG_X1871,,2G_scl,CTG_X0623
CTG_X1871,,3G_scl,CTG_X0623
CTG_X1873,,2G_scl,CTG_X9038
CTG_X1873,,3G_scl,CTG_X9038
CTG_X1875,,2G_scl,CTG_X9038
CTG_X1875,,3G_scl,CTG_X9038
CTG_X1881,,2G_scl,CTG_X0927
CTG_X1881,,3G_scl,CTG_X0927
CTG_X1882,,2G_scl,CTG_X9038
CTG_X1882,,3G_scl,CTG_X9038
CTG_X1889,,2G_scl,CTG_X0828
CTG_X1889,,3G_scl,CTG_X0828
CTG_X1890,,2G_scl,CTG_X0652
CTG_X1890,,3G_scl,CTG_X0652
CTG_X1893,,2G_scl,CTG_X0274
CTG_X1893,,3G_scl,CTG_X0274
CTG_X1896,,2G_scl,CTG_X0517_1
CTG_X1896,,3G_scl,CTG_X0517_1
CTG_X1897,,2G_scl,CTG_X0517_1
CTG_X1897,,3G_scl,CTG_X0517_1
CTG_X1900,,2G_scl,CTG_X0118
CTG_X1900,,3G_scl,CTG_X0118
CTG_X1901,,2G_scl,CTG_X0118
CTG_X1901,,3G_scl,CTG_X0118
CTG_X1906,,2G_scl,CTG_X9038
CTG_X1908,,2G_scl,CTG_X0835
CTG_X1908,,3G_scl,CTG_X0835
CTG_X1909,,2G_scl,CTG_X0645
CTG_X1909,,3G_scl,CTG_X0645
CTG_X1910,,2G_scl,CTG_X0317
CTG_X1910,,3G_scl,CTG_X0317
CTG_X1914,,2G_scl,CTG_X0845
CTG_X1914,,3G_scl,CTG_X0845
CTG_X1915,,2G_scl,CTG_X0925
CTG_X1915,,3G_scl,CTG_X0925
CTG_X1921,,2G_scl,CTG_X0274
CTG_X1921,,3G_scl,CTG_X0274
CTG_X1929,,2G_scl,CTG_X1535
CTG_X1929,,3G_scl,CTG_X1535
CTG_X1931,,2G_scl,CTG_X0751
CTG_X1931,,3G_scl,CTG_X0751
CTG_X1935,,2G_scl,CTG_X0274
CTG_X1935,,3G_scl,CTG_X0274
CTG_X1951,,2G_scl,CTG_X0400
CTG_X1957,,2G_scl,CTG_X0681
CTG_X1957,,3G_scl,CTG_X0681
CTG_X1960,,2G_scl,CTG_X0623
CTG_X1960,,3G_scl,CTG_X0623
CTG_X1963,,2G_scl,CTG_X0828
CTG_X1963,,3G_scl,CTG_X0828
CTG_X1964,,2G_fhl,CTG_X0163
CTG_X1964,,3G_fhl,CTG_X0163
CTG_X1965,,2G_scl,CTG_X1084
CTG_X1965,,3G_scl,CTG_X1084
CTG_X1966,,2G_scl,CTG_X1966
CTG_X1967,,2G_fhl,CTG_X0055
CTG_X1967,,3G_fhl,CTG_X0055
CTG_X1968,,2G_fhl,CTG_X1389
CTG_X1968,,3G_fhl,CTG_X1389
CTG_X1974,,2G_fhl,CTG_X0139
CTG_X1974,,3G_fhl,CTG_X0139
CTG_X1975,,2G_fhl,CTG_X1035
CTG_X1975,,3G_fhl,CTG_X1035
CTG_X1976,,2G_fhl,CTG_X1035
CTG_X1976,,3G_fhl,CTG_X1035
CTG_X1986,,2G_fhl,CTG_X0051
CTG_X1986,,3G_fhl,CTG_X0051
CTG_X1987,,2G_scl,CTG_X0649
CTG_X1990,,2G_scl,CTG_X0625
CTG_X1990,,3G_scl,CTG_X0625
CTG_X1995,,2G_scl,CTG_X0623
CTG_X1995,,3G_scl,CTG_X0623
CTG_X1996,,2G_fhl,CTG_X0658
CTG_X1996,,3G_fhl,CTG_X0658
CTG_X1998,,2G_scl,CTG_X0522
CTG_X1998,,3G_scl,CTG_X0522
CTG_X2002,,2G_scl,CTG_X0649
CTG_X2002,,3G_scl,CTG_X0649
CTG_X2008,,2G_scl,CTG_X0786
CTG_X2008,,3G_scl,CTG_X0786
CTG_X2010,,2G_scl,CTG_X0361
CTG_X2011,,2G_fhl,CTG_X0487
CTG_X2011,,3G_fhl,CTG_X0487
CTG_X2012,,2G_scl,CTG_X0523
CTG_X2012,,3G_scl,CTG_X0523
CTG_X2044,,2G_scl,CTG_X0925
CTG_X2049,,2G_scl,CTG_X0800
CTG_X2049,,3G_scl,CTG_X0800
CTG_X2051,,2G_fhl,CTG_X0745
CTG_X2051,,3G_fhl,CTG_X0745
CTG_X2054,,2G_fhl,CTG_X0516
CTG_X2056,,2G_fhl,CTG_X0716
CTG_X2056,,3G_fhl,CTG_X0716
CTG_X2059,,2G_fhl,CTG_X0715
CTG_X2059,,3G_fhl,CTG_X0715
CTG_X2066,,2G_fhl,CTG_X0666
CTG_X2066,,3G_fhl,CTG_X0666
CTG_X2068,,2G_scl,CTG_X0470
CTG_X2068,,3G_scl,CTG_X0470
CTG_X2071,,2G_scl,CTG_X0801
CTG_X2071,,3G_scl,CTG_X0801
CTG_X2073,,2G_scl,CTG_X1157
CTG_X2087,,2G_scl,CTG_X0610
CTG_X2088,,2G_fhl,CTG_X0609
CTG_X2088,,3G_fhl,CTG_X0609
CTG_X2090,,2G_fhl,CTG_X0609
CTG_X2090,,3G_fhl,CTG_X0609
CTG_X2093,,2G_scl,CTG_X0801
CTG_X2093,,3G_scl,CTG_X0801
CTG_X2096,,2G_scl,CTG_X0470
CTG_X2096,,3G_scl,CTG_X0470
CTG_X2099,,2G_scl,CTG_X0681
CTG_X2099,,3G_scl,CTG_X0681
CTG_X2102,,2G_scl,CTG_X0094
CTG_X2102,,3G_scl,CTG_X0094
CTG_X2103,,2G_scl,CTG_X0094
CTG_X2104,,2G_scl,CTG_X0097
CTG_X2104,,3G_scl,CTG_X0097
CTG_X2105,,2G_scl,CTG_X0094
CTG_X2105,,3G_scl,CTG_X0094
CTG_X2106,,2G_scl,CTG_X0088
CTG_X2106,,3G_scl,CTG_X0088
CTG_X2108,,2G_scl,CTG_X0097
CTG_X2108,,3G_scl,CTG_X0097
CTG_X2115,,2G_scl,CTG_X0520
CTG_X2115,,3G_scl,CTG_X0520
CTG_X2117,,2G_scl,CTG_X0062
CTG_X2118,,2G_scl,CTG_X0610
CTG_X2118,,3G_scl,CTG_X0610
CTG_X2120,,2G_fhl,CTG_X0079
CTG_X2120,,3G_fhl,CTG_X0079
CTG_X2123,,2G_fhl,CTG_X0043
CTG_X2123,,3G_fhl,CTG_X0043
CTG_X2126,,2G_scl,CTG_X0019
CTG_X2130,,2G_fhl,CTG_X1389
CTG_X2130,,3G_fhl,CTG_X1389
CTG_X2131,,2G_fhl,CTG_X0372
CTG_X2131,,3G_fhl,CTG_X0372
CTG_X2133,,2G_fhl,CTG_X0216
CTG_X2133,,3G_fhl,CTG_X0216
CTG_X2136,,2G_fhl,CTG_X0041
CTG_X2136,,3G_fhl,CTG_X0041
CTG_X2137,,2G_fhl,CTG_X0041
CTG_X2137,,3G_fhl,CTG_X0041
CTG_X2138,,2G_fhl,CTG_X0007
CTG_X2138,,3G_fhl,CTG_X0007
CTG_X2139,,2G_fhl,CTG_X0731
CTG_X2139,,3G_fhl,CTG_X0731
CTG_X2141,,2G_fhl,CTG_X0487
CTG_X2141,,3G_fhl,CTG_X0487
CTG_X2142,,2G_scl,CTG_X0523
CTG_X2142,,3G_scl,CTG_X0523
CTG_X2143,,2G_scl,CTG_X0523
CTG_X2143,,3G_scl,CTG_X0523
CTG_X2147,,2G_scl,CTG_X0109
CTG_X2147,,3G_scl,CTG_X0109
CTG_X2148,,2G_scl,CTG_X0109
CTG_X2148,,3G_scl,CTG_X0109
CTG_X2150,,2G_scl,CTG_X0109
CTG_X2150,,3G_scl,CTG_X0109
CTG_X2152,,2G_scl,CTG_X1180
CTG_X2152,,3G_scl,CTG_X1180
CTG_X2157,,2G_scl,CTG_X0156
CTG_X2158,,2G_scl,CTG_X0092
CTG_X2158,,3G_scl,CTG_X0092
CTG_X2168,,2G_fhl,CTG_X0738
CTG_X2168,,3G_fhl,CTG_X0738
CTG_X2178,,2G_scl,CTG_X0122
CTG_X2178,,3G_scl,CTG_X0122
CTG_X2179,,2G_scl,CTG_X0086
CTG_X2180,,2G_scl,CTG_X0086
CTG_X2180,,3G_scl,CTG_X0086
CTG_X2181,,2G_scl,CTG_X0470
CTG_X2182,,2G_scl,CTG_X0470
CTG_X2182,,3G_scl,CTG_X0470
CTG_X2191,,RTN_scl,CTG_X0359
CTG_X2199,,2G_scl,CTG_X0801
CTG_X2201,,2G_scl,CTG_X1562
CTG_X2210,,2G_fhl,CTG_X0077
CTG_X2210,,3G_fhl,CTG_X0077
CTG_X2211,,2G_fhl,CTG_X0146
CTG_X2211,,3G_fhl,CTG_X0146
CTG_X2213,,3G_scl,CTG_X0097
CTG_X2213,,OM_scl,CTG_X0097
CTG_X2214,,2G_scl,CTG_X0378
CTG_X2214,,3G_scl,CTG_X0378
CTG_X2216,,3G_scl,CTG_X0097
CTG_X2216,,OM_scl,CTG_X0097
CTG_X2222,,2G_fhl,CTG_X0055
CTG_X2222,,3G_fhl,CTG_X0055
CTG_X2225,,2G_scl,CTG_X0623
CTG_X2225,,3G_scl,CTG_X0623
CTG_X2253,,2G_scl,CTG_X0522
CTG_X2268,,2G_scl,CTG_X0835
CTG_X2273,,2G_scl,CTG_X0652
CTG_X2273,,3G_scl,CTG_X0652
CTG_X2275,,2G_scl,CTG_X1527
CTG_X2275,,3G_scl,CTG_X1527
CTG_X2276,,2G_scl,CTG_X0845
CTG_X2276,,3G_scl,CTG_X0845
CTG_X2277,,2G_fhl,CTG_X0242
CTG_X2277,,3G_fhl,CTG_X0242
CTG_X2279,,2G_scl,CTG_X0800
CTG_X2279,,3G_scl,CTG_X0800
CTG_X2285,,2G_scl,CTG_X0523
CTG_X2285,,3G_scl,CTG_X0523
CTG_X2290,,2G_scl,CTG_X0277
CTG_X2290,,3G_scl,CTG_X0277
CTG_X2292,,2G_scl,CTG_X0277
CTG_X2292,,3G_scl,CTG_X0277
CTG_X2298,,2G_scl,CTG_X0109
CTG_X2298,,3G_scl,CTG_X0109
CTG_X2305,,2G_scl,CTG_X0828
CTG_X2305,,3G_scl,CTG_X0828
CTG_X2309,,2G_scl,CTG_X1527
CTG_X2314,,2G_scl,CTG_X0845
CTG_X2321,,2G_scl,CTG_X0509
CTG_X2322,,2G_fhl,CTG_X0658
CTG_X2322,,3G_fhl,CTG_X0658
CTG_X2335,,2G_scl,CTG_X0800
CTG_X2335,,3G_scl,CTG_X0800
CTG_X2336,,2G_fhl,CTG_X2336
CTG_X2336,,3G_fhl,CTG_X2336
CTG_X2338,,3G_fhl,CTG_X0609
CTG_X2338,,OM_fhl,CTG_X0609
CTG_X2345,,2G_scl,CTG_X0517_2
CTG_X2345,,3G_scl,CTG_X0517_2
CTG_X2350,,2G_scl,CTG_X2350
CTG_X2350,,3G_scl,CTG_X2350
CTG_X2388,,2G_fhl,CTG_X1389
CTG_X2389,,2G_scl,CTG_X0601
CTG_X2390,,2G_scl,CTG_X1174
CTG_X2390,,3G_scl,CTG_X1174
CTG_X2405,,2G_fhl,CTG_X0077
CTG_X2405,,3G_fhl,CTG_X0077
CTG_X2415,,2G_scl,CTG_X0517_2
CTG_X2415,,3G_scl,CTG_X0517_2
CTG_X9008,,2G_scl,CTG_X0517_2
CTG_X9008,,3G_scl,CTG_X0517_2
CTG_X9010,,2G_scl,CTG_X0274
CTG_X9010,,3G_scl,CTG_X0274
CTG_X9011,,2G_scl,CTG_X0517_2
CTG_X9011,,3G_scl,CTG_X0517_2
CTG_X9029,,2G_scl,CTG_X0517_2
CTG_X9029,,3G_scl,CTG_X0517_2
CTG_X9036,,2G_scl,CTG_X9038
CTG_X9036,,3G_scl,CTG_X9038
CTG_X9037,,2G_scl,CTG_X9038
CTG_X9037,,3G_scl,CTG_X9038
CTG_X9038,,2G_scl,CTG_X9038
CTG_X9038,,3G_scl,CTG_X9038
CTG_X9039,,2G_scl,CTG_X9038
CTG_X9039,,3G_scl,CTG_X9038
CTG_X9040,,2G_scl,CTG_X0776
CTG_X9040,,3G_scl,CTG_X0776
CTG_X9046,,2G_scl,CTG_X0776
CTG_X9046,,3G_scl,CTG_X0776
CTG_X9052,,2G_scl,CTG_X9038
CTG_X9052,,3G_scl,CTG_X9038
CTG0133,,RTN_fhl,CTG_X0132
CTG0234,,"Nokia_LTE Application_BL",CTG_X0363
CTG1801,,"Nokia_LTE Application_BL",CTG_X0657
DHK_B09240,,2G_scl,DHK_X2997
DHK_B09240,,3G_scl,DHK_X2997
DHK_B1443,,2G_scl,DHK_X0255
DHK_B1443,,3G_scl,DHK_X0255
DHK_B2389,,2G_scl,DHK_X4777
DHK_B2389,,3G_scl,DHK_X4777
DHK_B3954,,2G_scl,DHK_B3954
DHK_B3954,,3G_scl,DHK_B3954
DHK_B4465,,2G_scl,DHK_X4777
DHK_B4465,,3G_scl,DHK_X4777
DHK_B4489,,2G_scl,DHK_X2288
DHK_B4489,,3G_scl,DHK_X2288
DHK_B4562,,2G_scl,DHK_X0255
DHK_B4562,,3G_scl,DHK_X0255
DHK_B4609,,2G_scl,DHK_X2288
DHK_B4609,,3G_scl,DHK_X2288
DHK_B4700,,2G_fhl,DHK_B4700
DHK_B4700,,3G_fhl,DHK_B4700
DHK_B4811,,2G_scl,DHK_B4811
DHK_B4963,,2G_scl,DHK_B4963
DHK_B4963,,3G_scl,DHK_B4963
DHK_B5432,,2G_fhl,DHK_B5432
DHK_B5432,,3G_fhl,DHK_B5432
DHK_B5519,,2G_scl,DHK_X2287
DHK_B5519,,3G_scl,DHK_X2287
DHK_B6846,,2G_fhl,DHK_X0850
DHK_G04460,,2G_fhl,DHK_X0064
DHK_G04460,,3G_fhl,DHK_X0064
DHK_G0876,,2G_scl,DHK_X3499
DHK_G0876,,3G_scl,DHK_X3499
DHK_G15460,,2G_scl,DHK_X4633
DHK_G15460,,3G_scl,DHK_X4633
DHK_G2159,,2G_fhl,DHK_X2559
DHK_G24420,,2G_fhl,DHK_X1002
DHK_G24420,,3G_fhl,DHK_X1002
DHK_G24830,,2G_fhl,DHK_X4316
DHK_G3396,,2G_scl,DHK_X0505
DHK_G3396,,3G_scl,DHK_X0505
DHK_G3410,,2G_scl,DHK_X3490
DHK_G3478,,2G_scl,DHK_X3477
DHK_G3586,,2G_scl,DHK_X3393
DHK_G3600,,2G_scl,DHK_X0505
DHK_G3600,,3G_scl,DHK_X0505
DHK_G3674,,2G_scl,DHK_X1851
DHK_G3680,,2G_scl,DHK_X1851
DHK_G3683,,2G_scl,DHK_X0505
DHK_G3683,,3G_scl,DHK_X0505
DHK_G40380,,2G_scl,DHK_X1718
DHK_G40380,,3G_scl,DHK_X1718
DHK_G40930,,2G_scl,DHK_X1718
DHK_G40930,,3G_scl,DHK_X1718
DHK_G4164,,2G_fhl,DHK_X0167
DHK_G4164,,3G_fhl,DHK_X0167
DHK_G4713,,2G_fhl,DHK_X0167
DHK_G4713,,3G_fhl,DHK_X0167
DHK_G52840,,2G_scl,DHK_X2910
DHK_G52840,,3G_scl,DHK_X2910
DHK_G55620,,2G_scl,DHK_X2910
DHK_G55620,,3G_scl,DHK_X2910
DHK_M06580,,2G_fhl,DHK_X1645
DHK_M0763,,2G_fhl,DHK_M0763
DHK_M0953,,2G_fhl,DHK_X1065
DHK_M0953,,3G_fhl,DHK_X1065
DHK_M1227,,2G_scl,DHK_X4777
DHK_M1227,,3G_scl,DHK_X4777
DHK_M1246,,2G_fhl,DHK_M1246
DHK_M1246,,3G_fhl,DHK_M1246
DHK_M12460,,2G_fhl,DHK_X1031
DHK_M1263,,2G_fhl,DHK_M1263
DHK_M1267,,2G_scl,DHK_X0023
DHK_M1278,,2G_scl,DHK_M1278
DHK_M12930,,2G_fhl,DHK_X1047
DHK_M1321,,2G_scl,DHK_X1640
DHK_M1321,,3G_scl,DHK_X1640
DHK_M1334,,2G_fhl,DHK_M1334
DHK_M1334,,3G_fhl,DHK_M1334
DHK_M1342,,2G_scl,DHK_M1342
DHK_M13720,,2G_scl,DHK_X0980
DHK_M1399,,2G_fhl,DHK_M1399
DHK_M1399,,3G_fhl,DHK_M1399
DHK_M2301,,2G_scl,DHK_X0041
DHK_M2301,,3G_scl,DHK_X0041
DHK_M2332,,2G_fhl,DHK_M2332
DHK_M2332,,3G_fhl,DHK_M2332
DHK_M2336,,2G_fhl,DHK_X1086
DHK_M2336,,3G_fhl,DHK_X1086
DHK_M2341,,2G_scl,DHK_M2341
DHK_M2351,,2G_fhl,DHK_M2351
DHK_M23750,,2G_fhl,DHK_X0851
DHK_M23750,,3G_fhl,DHK_X0851
DHK_M2397,,2G_fhl,DHK_M2397
DHK_M2397,,3G_fhl,DHK_M2397
DHK_M2408,,2G_scl,DHK_X0359
DHK_M2408,,3G_scl,DHK_X0359
DHK_M4551,,2G_scl,DHK_X2287
DHK_R0411,,2G_fhl,DHK_X0413
DHK_R0411,,3G_fhl,DHK_X0413
DHK_R05120,,2G_fhl,DHK_X0122
DHK_R05120,,3G_fhl,DHK_X0122
DHK_R0813,,2G_scl,DHK_X0023
DHK_R1243,,2G_scl,DHK_X0516
DHK_R1741,,2G_scl,DHK_X3499
DHK_R1741,,3G_scl,DHK_X3499
DHK_R1789,,2G_scl,DHK_X2259
DHK_R1789,,3G_scl,DHK_X2259
DHK_R2269,,2G_scl,DHK_X1181
DHK_R2269,,3G_scl,DHK_X1181
DHK_R2320,,2G_scl,DHK_X3499
DHK_R2320,,3G_scl,DHK_X3499
DHK_R2413,,2G_fhl,DHK_X0839
DHK_R2436,,2G_scl,DHK_X3566
DHK_R2486,,2G_scl,DHK_X3471
DHK_R2490,,3G_scl,DHK_X3499
DHK_R2490,,OM_scl,DHK_X3499
DHK_R2620,,2G_fhl,DHK_X0167
DHK_R2620,,3G_fhl,DHK_X0167
DHK_R2813,,2G_fhl,DHK_X0454
DHK_R2813,,3G_fhl,DHK_X0454
DHK_R2979,,2G_scl,DHK_X1930
DHK_R2979,,3G_scl,DHK_X1930
DHK_R3133,,2G_fhl,DHK_X2559
DHK_R3301,,2G_fhl,DHK_X1664
DHK_R3301,,3G_fhl,DHK_X1664
DHK_R3910,,2G_fhl,DHK_X0167
DHK_R3910,,3G_fhl,DHK_X0167
DHK_R40880,,2G_fhl,DHK_X0162
DHK_R40880,,3G_fhl,DHK_X0162
DHK_R42350,,2G_scl,DHK_X2684
DHK_R42350,,3G_scl,DHK_X2684
DHK_R4458,,2G_scl,DHK_X0598
DHK_R4506,,2G_scl,DHK_X3499
DHK_R4506,,3G_scl,DHK_X3499
DHK_R4542,,2G_fhl,DHK_X0710
DHK_R4594,,2G_scl,DHK_X0824
DHK_R4594,,3G_scl,DHK_X0824
DHK_R48460,,2G_scl,DHK_X3355
DHK_R5233,,2G_scl,DHK_X4341
DHK_R5233,,3G_scl,DHK_X4341
DHK_R53220,,2G_fhl,DHK_X1146
DHK_R53220,,3G_fhl,DHK_X1146
DHK_R5405,,2G_scl,DHK_X2758
DHK_R5405,,3G_scl,DHK_X2758
DHK_R54050,,3G_scl,DHK_X2910
DHK_R54050,,OM_scl,DHK_X2910
DHK_R5589,,2G_scl,DHK_X1848
DHK_R5595,,2G_scl,DHK_X1851
DHK_R6115,,2G_scl,DHK_X2910
DHK_R6115,,3G_scl,DHK_X2910
DHK_R61150,,3G_scl,DHK_X2910
DHK_R61150,,OM_scl,DHK_X2910
DHK_R61320,,2G_scl,DHK_X3241
DHK_R61320,,3G_scl,DHK_X3241
DHK_R6164,,2G_fhl,DHK_X2773
DHK_R6164,,3G_fhl,DHK_X2773
DHK_R6583,,2G_scl,DHK_X1851
DHK_R6692,,2G_scl,DHK_X0711
DHK_R6692,,3G_scl,DHK_X0711
DHK_R6707,,2G_scl,DHK_X1882
DHK_R6707,,3G_scl,DHK_X1882
DHK_R6803,,2G_fhl,DHK_X1809
DHK_R6803,,3G_fhl,DHK_X1809
DHK_R6826,,2G_fhl,DHK_X3738
DHK_R6826,,3G_fhl,DHK_X3738
DHK_R6939,,2G_fhl,DHK_X1909
DHK_R6939,,3G_fhl,DHK_X1909
DHK_R6950,,2G_fhl,DHK_X0047
DHK_R6950,,3G_fhl,DHK_X0047
DHK_R6952,,2G_fhl,DHK_X0104
DHK_R6952,,3G_fhl,DHK_X0104
DHK_R7058,,2G_scl,DHK_X2079
DHK_R7058,,3G_scl,DHK_X2079
DHK_R7065,,2G_scl,DHK_X1629
DHK_R7065,,3G_scl,DHK_X1629
DHK_S68860,,3G_fhl,DHK_S68860
DHK_S68860,,OM_fhl,DHK_S68860
DHK_S7259,,2G_scl,DHK_S7259
DHK_S7259,,3G_scl,DHK_S7259
DHK_S7260,,3G_fhl,DHK_S7260
DHK_S7260,,OM_fhl,DHK_S7260
DHK_S7261,,2G_fhl,DHK_S7261
DHK_S7261,,3G_fhl,DHK_S7261
DHK_S7265,,2G_scl,DHK_S7265
DHK_S7265,,3G_scl,DHK_S7265
DHK_S7266,,3G_fhl,DHK_S7266
DHK_S7266,,OM_fhl,DHK_S7266
DHK_S7272,,2G_fhl,DHK_S7272
DHK_S7272,,3G_fhl,DHK_S7272
DHK_S7279,,2G_fhl,DHK_S7279
DHK_S7279,,3G_fhl,DHK_S7279
DHK_S7280,,2G_fhl,DHK_S7280
DHK_S7280,,3G_fhl,DHK_S7280
DHK_S7282,,2G_fhl,DHK_S7282
DHK_S7282,,3G_fhl,DHK_S7282
DHK_T_6305,,2G_fhl,DHK_X1909
DHK_T_6305,,3G_fhl,DHK_X1909
DHK_T7283,,2G_scl,DHK_T7283
DHK_T7283,,3G_scl,DHK_T7283
DHK_U0023,,3G_scl,DHK_X0023
DHK_U0023,,OM_scl,DHK_X0023
DHK_U0105,,3G_scl,DHK_X3490
DHK_U0105,,OM_scl,DHK_X3490
DHK_U0109,,3G_scl,DHK_X1848
DHK_U0109,,OM_scl,DHK_X1848
DHK_U0216,,3G_scl,DHK_X3255
DHK_U0216,,OM_scl,DHK_X3255
DHK_U0259,,3G_scl,DHK_X0347
DHK_U0259,,OM_scl,DHK_X0347
DHK_U0596,,3G_fhl," DHK_X0596"
DHK_U0596,,OM_fhl," DHK_X0596"
DHK_U0792,,3G_scl,DHK_X0792
DHK_U0792,,OM_scl,DHK_X0792
DHK_U0794,,3G_fhl,DHK_X0794
DHK_U0794,,OM_fhl,DHK_X0794
DHK_U0813,,3G_scl,DHK_X0023
DHK_U0813,,OM_scl,DHK_X0023
DHK_U0877,,3G_scl,DHK_X0023
DHK_U0877,,OM_scl,DHK_X0023
DHK_U1633,,3G_fhl,DHK_X1633
DHK_U1633,,OM_fhl,DHK_X1633
DHK_U1848,,3G_scl,DHK_X1848
DHK_U1848,,OM_scl,DHK_X1848
DHK_U1851,,3G_scl,DHK_X1851
DHK_U1851,,OM_scl,DHK_X1851
DHK_U1885,,3G_scl,DHK_X3490
DHK_U1885,,OM_scl,DHK_X3490
DHK_U2106,,3G_fhl,DHK_X2559
DHK_U2106,,OM_fhl,DHK_X2559
DHK_U2159,,3G_fhl,DHK_X2559
DHK_U2159,,OM_fhl,DHK_X2559
DHK_U2161,,3G_scl,DHK_X3490
DHK_U2161,,OM_scl,DHK_X3490
DHK_U2413,,3G_fhl,DHK_X0839
DHK_U2413,,OM_fhl,DHK_X0839
DHK_U2559,,3G_fhl,DHK_X2559
DHK_U2559,,OM_fhl,DHK_X2559
DHK_U2747,,3G_fhl,DHK_X2747
DHK_U2747,,OM_fhl,DHK_X2747
DHK_U2749,,3G_scl,DHK_X2749
DHK_U2749,,OM_scl,DHK_X2749
DHK_U2766,,3G_scl,DHK_X1851
DHK_U2766,,OM_scl,DHK_X1851
DHK_U2925,,3G_scl,DHK_X3393
DHK_U2925,,OM_scl,DHK_X3393
DHK_U3151,,3G_scl,DHK_X1848
DHK_U3151,,OM_scl,DHK_X1848
DHK_U3207,,3G_fhl,DHK_X3207
DHK_U3207,,OM_fhl,DHK_X3207
DHK_U3255,,3G_scl,DHK_X3255
DHK_U3255,,OM_scl,DHK_X3255
DHK_U3291,,3G_scl,DHK_X1848
DHK_U3291,,OM_scl,DHK_X1848
DHK_U3292,,3G_scl,DHK_X3471
DHK_U3292,,OM_scl,DHK_X3471
DHK_U3393,,3G_scl,DHK_X3393
DHK_U3393,,OM_scl,DHK_X3393
DHK_U3410,,3G_scl,DHK_X3490
DHK_U3410,,OM_scl,DHK_X3490
DHK_U3471,,3G_scl,DHK_X3471
DHK_U3471,,OM_scl,DHK_X3471
DHK_U3490,,3G_scl,DHK_X3490
DHK_U3490,,OM_scl,DHK_X3490
DHK_U3586,,3G_scl,DHK_X3393
DHK_U3586,,OM_scl,DHK_X3393
DHK_U3615,,3G_scl,DHK_X3255
DHK_U3615,,OM_scl,DHK_X3255
DHK_U3674,,3G_scl,DHK_X1851
DHK_U3674,,OM_scl,DHK_X1851
DHK_U3680,,3G_scl,DHK_X1851
DHK_U3680,,OM_scl,DHK_X1851
DHK_U3827,,3G_fhl,DHK_X1037
DHK_U3827,,OM_fhl,DHK_X1037
DHK_U4053,,3G_scl,DHK_X3393
DHK_U4053,,OM_scl,DHK_X3393
DHK_U4151,,3G_scl,DHK_X1851
DHK_U4151,,OM_scl,DHK_X1851
DHK_U4209,,3G_scl,DHK_X3393
DHK_U4209,,OM_scl,DHK_X3393
DHK_U4332,,3G_scl,DHK_X1851
DHK_U4332,,OM_scl,DHK_X1851
DHK_U4391,,3G_scl,DHK_X1848
DHK_U4391,,OM_scl,DHK_X1848
DHK_U4419,,3G_scl,DHK_X3393
DHK_U4419,,OM_scl,DHK_X3393
DHK_U4426,,3G_scl,DHK_X3490
DHK_U4426,,OM_scl,DHK_X3490
DHK_U4458,,3G_scl,DHK_X0598
DHK_U4458,,OM_scl,DHK_X0598
DHK_U4542,,3G_fhl,DHK_X0710
DHK_U4542,,OM_fhl,DHK_X0710
DHK_U4615,,3G_fhl,DHK_X2559
DHK_U4615,,OM_fhl,DHK_X2559
DHK_U4813,,3G_scl,DHK_X1851
DHK_U4813,,OM_scl,DHK_X1851
DHK_U5118,,3G_scl,DHK_X1848
DHK_U5118,,OM_scl,DHK_X1848
DHK_U5166,,3G_scl,DHK_X1848
DHK_U5166,,OM_scl,DHK_X1848
DHK_U5589,,3G_scl,DHK_X1848
DHK_U5589,,OM_scl,DHK_X1848
DHK_U5590,,3G_scl,DHK_X1848
DHK_U5590,,OM_scl,DHK_X1848
DHK_U5595,,3G_scl,DHK_X1851
DHK_U5595,,OM_scl,DHK_X1851
DHK_U6435,,3G_scl,DHK_X3393
DHK_U6435,,OM_scl,DHK_X3393
DHK_U6583,,3G_scl,DHK_X1851
DHK_U6583,,OM_scl,DHK_X1851
DHK_U6667,,2G_scl,DHK_X0470
DHK_U6667,,3G_scl,DHK_X0470
DHK_U6799,,2G_fhl,DHK_X2285
